datetime,open,high,low,close,volume,ST_1,ST_2,ST_3,EMA_9,EMA_18,EMA_51,EMA_101,EMA_151,EMA_200,SMA_10,SMA_20,SMA_30,SMA_40,SMA_50,RSI_14,RSI_100,HA_Close,HA_High,HA_Low,HA_Open,TIME,Status,SELL_EMA10_EMA20_RSI14,RESONCODE,PROFIT,PL_POSITION
2022-01-03 09:15:00,35585.2,35710.3,35563.05,35694.4,0,0.0,0.0,0.0,,,,,,,,,,,,,,35638.2375,35710.3,35563.05,35639.8,2022-01-03 09:15:00,,,,,
2022-01-03 09:20:00,35691.9,35696.85,35547.45,35560.4,0,,,,,,,,,,,,,,,,,35624.15,35696.85,35547.45,35639.8,2022-01-03 09:20:00,,,,,
2022-01-03 09:25:00,35558.4,35624.65,35554.8,35600.9,0,,,,,,,,,,,,,,,,,35584.6875,35624.65,35554.8,35626.15,2022-01-03 09:25:00,,,,,
2022-01-03 09:30:00,35605.7,35624.85,35526.6,35612.1,0,,,,,,,,,,,,,,,,,35592.3125,35624.85,35526.6,35579.65,2022-01-03 09:30:00,,,,,
2022-01-03 09:35:00,35609.6,35675.35,35603.8,35664.5,0,,,,,,,,,,,,,,,,,35638.3125,35675.35,35603.8,35608.899999999994,2022-01-03 09:35:00,,,,,
2022-01-03 09:40:00,35669.7,35669.7,35638.7,35651.4,0,,,,,,,,,,,,,,,,,35657.375,35669.7,35638.7,35637.05,2022-01-03 09:40:00,,,,,
2022-01-03 09:45:00,35652.1,35775.1,35632.95,35770.8,0,,,,,,,,,,,,,,,,,35707.7375,35775.1,35632.95,35660.55,2022-01-03 09:45:00,,,,,
2022-01-03 09:50:00,35772.4,35818.95,35757.9,35807.3,0,35702.867927059444,35617.310854118885,35531.75378117832,,,,,,,,,,,,,,35789.1375,35818.95,35757.9,35711.45,2022-01-03 09:50:00,,,,,
2022-01-03 09:55:00,35801.8,35813.15,35781.5,35800.5,0,35722.635193185866,35647.94538637173,35573.2555795576,35684.7,,,,,,,,,,,,,35799.2375,35813.15,35781.5,35789.850000000006,2022-01-03 09:55:00,,,,,
2022-01-03 10:00:00,35798.0,35856.45,35792.45,35854.2,0,35751.795626868174,35679.14125373634,35606.48688060452,35718.6,,,,,,35701.65,,,,,,,35825.274999999994,35856.45,35792.45,35801.15,2022-01-03 10:00:00,,,,,
2022-01-03 10:05:00,35852.2,35852.25,35807.3,35826.2,0,35761.8018853314,35693.82877066279,35625.855655994186,35740.12,,,,,,35714.83,,,,,,,35834.4875,35852.25,35807.3,35826.1,2022-01-03 10:05:00,,,,,
2022-01-03 10:10:00,35827.8,35846.65,35822.2,35823.9,0,35774.066612240575,35713.70822448115,35653.349836721725,35756.876000000004,,,,,,35741.18000000001,,,,,,,35830.137500000004,35846.65,35822.2,35839.2,2022-01-03 10:10:00,,,,,
2022-01-03 10:15:00,35827.4,35829.25,35789.6,35814.9,0,35774.066612240575,35713.70822448115,35653.349836721725,35768.480800000005,,,,,,35762.58,,,,,,,35815.2875,35829.25,35789.6,35825.850000000006,2022-01-03 10:15:00,,,,,
2022-01-03 10:20:00,35814.8,35871.4,35810.25,35864.1,0,35783.26669902817,35725.70839805635,35668.150097084515,35787.604640000005,,,,,,35787.780000000006,,,,,,,35840.137500000004,35871.4,35810.25,35821.15,2022-01-03 10:20:00,,,,,
2022-01-03 10:25:00,35864.8,35899.0,35863.05,35891.6,0,35826.95686457742,35772.88872915484,35718.82059373226,35808.40371200001,,,,,,35810.490000000005,,,,,72.52747462590683,,35879.6125,35899.0,35863.05,35839.45,2022-01-03 10:25:00,,,,,
2022-01-03 10:30:00,35896.6,35946.0,35892.0,35912.6,0,35864.87924395538,35810.75848791075,35756.63773186613,35829.2429696,,,,,,35836.61,,,,,74.2542405979398,,35911.8,35946.0,35892.0,35878.2,2022-01-03 10:30:00,,,,,
2022-01-03 10:35:00,35909.3,35918.65,35876.95,35876.9,0,35864.87924395538,35810.75848791075,35756.63773186613,35838.774375680005,,,,,,35847.22,,,,,66.59144972743886,,35895.450000000004,35918.65,35876.9,35904.6,2022-01-03 10:35:00,,,,,
2022-01-03 10:40:00,35876.4,35903.6,35868.9,35876.8,0,35864.87924395538,35810.75848791075,35756.63773186613,35846.379500544004,35772.416666666664,,,,,35854.17,,,,,66.57072611443944,,35881.425,35903.6,35868.9,35893.100000000006,2022-01-03 10:40:00,,,,,
2022-01-03 10:45:00,35874.2,35888.65,35864.45,35872.2,0,35864.87924395538,35810.75848791075,35756.63773186613,35851.54360043521,35782.920175438594,,,,,35861.340000000004,,,,,65.56001151277646,,35874.875,35888.65,35864.45,35876.600000000006,2022-01-03 10:45:00,,,,,
2022-01-03 10:50:00,35873.0,35877.55,35860.2,35865.6,0,35864.87924395538,35810.75848791075,35756.63773186613,35854.35488034817,35791.62331486611,,,,,35862.479999999996,35782.065,,,,64.05726940750337,,35869.0875,35877.55,35860.2,35873.2,2022-01-03 10:50:00,,,,,
2022-01-03 10:55:00,35868.4,35917.05,35860.8,35898.8,0,35864.87924395538,35810.75848791075,35758.14060548188,35863.24390427853,35802.90507119599,,,,,35869.740000000005,35792.284999999996,,,,68.0273790787714,,35886.262500000004,35917.05,35860.8,35869.3,2022-01-03 10:55:00,,,,,
2022-01-03 11:00:00,35898.2,35916.95,35877.9,35890.6,0,35864.87924395538,35811.587001576205,35768.66800236431,35868.71512342283,35812.136116333255,,,,,35876.409999999996,35808.795,,,,66.08577847389729,,35895.9125,35916.95,35877.9,35883.600000000006,2022-01-03 11:00:00,,,,,
2022-01-03 11:05:00,35895.9,35910.7,35888.2,35891.2,0,35864.87924395538,35819.64924128638,35779.74886192958,35873.212098738266,35820.45863040344,,,,,35884.04,35823.310000000005,,,,66.16188194092643,,35896.5,35910.7,35888.2,35894.399999999994,2022-01-03 11:05:00,,,,,
2022-01-03 11:10:00,35890.4,35960.5,35882.35,35958.6,0,35875.89803290172,35830.37106580344,35784.844098705165,35890.289678990615,35834.99982720308,,,,,35893.490000000005,35840.634999999995,,,,73.38653951426498,,35922.9625,35960.5,35882.35,35893.55,2022-01-03 11:10:00,,,,,
2022-01-03 11:15:00,35960.8,35984.85,35936.65,35980.2,0,35914.83148694691,35868.91297389382,35822.99446084074,35908.27174319249,35850.28405591854,,,,,35902.35,35856.42,,,,75.21301288743474,,35965.625,35984.85,35936.65,35924.5,2022-01-03 11:15:00,,,,,
2022-01-03 11:20:00,35980.8,36001.5,35971.35,35988.2,0,35942.807921450956,35899.19084290191,35855.57376435286,35924.25739455399,35864.80152371659,,,,,35909.909999999996,35873.26,,,,75.87344507098656,,35985.462499999994,36001.5,35971.35,35970.5,2022-01-03 11:20:00,,,,,
2022-01-03 11:25:00,35986.9,35993.45,35955.15,35959.5,0,35942.807921450956,35899.19084290191,35855.57376435286,35931.30591564319,35874.769784378,,,,,35918.17,35882.695,,,,68.79204248805645,,35973.75,35993.45,35955.15,35984.5,2022-01-03 11:25:00,,,,,
2022-01-03 11:30:00,35958.8,35959.7,35922.0,35922.0,0,35982.94703563213,35899.19084290191,35855.57376435286,35929.44473251455,35879.74138602242,,,,,35922.69,35888.43,,,,60.80635181902178,,35940.625,35959.7,35922.0,35973.2,2022-01-03 11:30:00,,,,,
2022-01-03 11:35:00,35924.9,35950.0,35909.9,35922.4,0,35971.7578845844,35899.19084290191,35855.57376435286,35928.03578601164,35884.23176644111,,,,,35927.71,35894.525,,,,60.8585463064991,,35926.799999999996,35950.0,35909.9,35940.4,2022-01-03 11:35:00,,,,,
2022-01-03 11:40:00,35923.1,35977.55,35920.7,35963.8,0,35971.7578845844,35899.19084290191,35855.57376435286,35935.188628809316,35892.60736997362,,,,,35937.53,35900.005,35833.88666666667,,,65.91754787447702,,35946.2875,35977.55,35920.7,35923.65,2022-01-03 11:40:00,,,,,
2022-01-03 11:45:00,35964.7,35967.05,35934.95,35941.7,0,35971.7578845844,35899.19084290191,35855.57376435286,35936.49090304745,35897.77501523956,,,,,35941.82,35905.780000000006,35842.13,,,61.358450553711116,,35952.1,35967.05,35934.95,35943.45,2022-01-03 11:45:00,,,,,
2022-01-03 11:50:00,35940.6,35955.45,35932.45,35952.4,0,35971.7578845844,35899.19084290191,35855.57376435286,35939.672722437965,35903.52501363539,,,,,35948.0,35912.205,35855.19666666666,,,62.70345168031145,,35945.225,35955.45,35932.45,35953.2,2022-01-03 11:50:00,,,,,
2022-01-03 11:55:00,35952.9,35974.3,35938.1,35974.0,0,35917.18202936795,35899.19084290191,35855.57376435286,35946.53817795037,35910.943433252716,,,,,35956.28,35920.159999999996,35867.63333333333,,,65.32714110470323,,35959.825000000004,35974.3,35938.1,35946.5,2022-01-03 11:55:00,,,,,
2022-01-03 12:00:00,35975.1,35983.95,35958.35,35959.7,0,35934.060795710924,35899.19084290191,35859.882387132784,35949.1705423603,35916.07570343664,,,,,35956.39,35924.94,35879.219999999994,,,62.20716571846343,,35969.274999999994,35983.95,35958.35,35963.45,2022-01-03 12:00:00,,,,,
2022-01-03 12:05:00,35958.4,35983.1,35950.2,35963.5,0,35934.060795710924,35899.19084290191,35859.882387132784,35952.036433888235,35921.067734653836,,,,,35954.719999999994,35928.535,35889.18666666666,,,62.71673552777319,,35963.8,35983.1,35950.2,35967.399999999994,2022-01-03 12:05:00,,,,,
2022-01-03 12:10:00,35960.9,35989.5,35960.1,35986.0,0,35939.32956318781,35903.85912637563,35868.38868956344,35958.82914711059,35927.90270995343,,,,,35954.5,35932.205,35900.34,,,65.66843058457948,,35974.125,35989.5,35960.1,35960.95,2022-01-03 12:10:00,,,,,
2022-01-03 12:15:00,35986.5,36039.1,35986.5,36037.9,0,35974.80121967531,35936.80243935061,35898.80365902592,35974.643317688475,35939.481372063594,,,,,35962.340000000004,35940.255000000005,35909.24333333333,,,71.31062630252367,,36012.5,36039.1,35986.5,35973.45,2022-01-03 12:15:00,,,,,
2022-01-03 12:20:00,36038.5,36057.6,36027.35,36056.6,0,36005.5868912995,35968.69878259899,35931.81067389849,35991.03465415078,35951.809648688475,,,,,35975.8,35949.245,35917.55333333333,,,73.03046188781666,,36045.012500000004,36057.6,36027.35,36012.2,2022-01-03 12:20:00,,,,,
2022-01-03 12:25:00,36056.0,36071.45,36048.55,36070.3,0,36025.11591952456,35990.23183904911,35955.34775857367,36006.88772332063,35964.282317247584,,,,,35990.590000000004,35959.15,35926.54666666666,,,74.24842277258583,,36061.575,36071.45,36048.55,36047.55,2022-01-03 12:25:00,,,,,
2022-01-03 12:30:00,36072.8,36091.55,36062.05,36062.7,0,36042.68696253832,36008.573925076635,35974.46088761495,36018.05017865651,35974.64207332679,,,,,36000.48,35969.005,35933.496666666666,35875.534999999996,,72.2978466522521,,36072.275,36091.55,36062.05,36063.15,2022-01-03 12:30:00,,,,,
2022-01-03 12:35:00,36064.4,36095.25,36062.65,36089.9,0,36045.05356551821,36011.157131036416,35977.26069655463,36032.420142925206,35986.77448666081,,,,,36015.3,35978.560000000005,35942.28666666667,35885.4225,,74.84491955829971,,36078.049999999996,36095.25,36062.65,36067.75,2022-01-03 12:35:00,,,,,
2022-01-03 12:40:00,36091.1,36137.65,36075.35,36117.5,0,36068.53859789057,36030.57719578114,35992.615793671706,36049.43611434016,36000.53506701231,,,,,36031.81,35989.905000000006,35952.073333333334,35899.35,,77.14159021949189,,36105.4,36137.65,36075.35,36077.15,2022-01-03 12:40:00,,,,,
2022-01-03 12:45:00,36117.3,36173.75,36116.05,36164.5,0,36104.114441834274,36063.328883668546,36022.543325502826,36072.44889147213,36017.79453364259,,,,,36050.86,36003.57,35963.72666666667,35913.44,,80.41997363174816,,36142.9,36173.75,36116.05,36104.3,2022-01-03 12:45:00,,,,,
2022-01-03 12:50:00,36167.1,36171.05,36132.3,36152.2,0,36111.18062084677,36070.68624169353,36030.1918625403,36088.39911317771,36031.94247746968,,,,,36070.11,36013.25,35973.329999999994,35926.9425,,77.2956174572487,,36155.6625,36171.05,36132.3,36140.9,2022-01-03 12:50:00,,,,,
2022-01-03 12:55:00,36148.6,36148.55,36113.55,36128.1,0,36111.18062084677,36070.68624169353,36030.1918625403,36096.33929054217,36042.06432194656,,,,,36086.56999999999,36020.645000000004,35981.21333333334,35938.5325,,71.43922765034021,,36134.7,36148.6,36113.55,36159.649999999994,2022-01-03 12:55:00,,,,,
2022-01-03 13:00:00,36130.1,36154.35,36127.85,36139.6,0,36111.18062084677,36070.68624169353,36030.1918625403,36104.99143243374,36052.33123542587,,,,,36101.93,36028.215,35988.78,35950.7375,,72.50956860092134,,36137.975,36154.35,36127.85,36138.35,2022-01-03 13:00:00,,,,,
2022-01-03 13:05:00,36134.8,36149.0,36120.1,36136.2,0,36111.18062084677,36070.68624169353,36030.1918625403,36111.23314594699,36061.15952643367,,,,,36111.759999999995,36037.05,35997.42333333333,35959.8725,,71.65457691791735,,36135.024999999994,36149.0,36120.1,36134.85,2022-01-03 13:05:00,,,,,
2022-01-03 13:10:00,36136.3,36181.5,36136.3,36164.0,0,36120.775237417314,36082.650474834634,36044.52571225195,36121.786516757595,36071.98483944065,,,,,36122.5,36049.15,36006.996666666666,35968.78999999999,,74.32081188524175,,36154.525,36181.5,36136.3,36135.5,2022-01-03 13:10:00,,,,,
2022-01-03 13:15:00,36163.6,36192.85,36160.1,36163.8,0,36139.11853062527,36101.762061250534,36064.4055918758,36130.189213406076,36081.64959318374,,,,,36131.85,36061.219999999994,36016.71666666667,35977.8725,,74.26668918912385,,36170.087499999994,36192.85,36160.1,36150.15,2022-01-03 13:15:00,,,,,
2022-01-03 13:20:00,36162.4,36205.2,36147.35,36178.1,0,36139.11853062527,36101.762061250534,36064.4055918758,36139.77137072486,36091.80226758545,,,,,36143.39,36071.935,36027.13333333333,35985.97,35929.106,75.63303652705581,,36173.262500000004,36205.2,36147.35,36163.7,2022-01-03 13:20:00,,,,,
2022-01-03 13:25:00,36177.4,36206.05,36157.4,36192.2,0,36140.24390346947,36101.762061250534,36064.4055918758,36150.257096579895,36102.37044994488,35934.26470588235,,,,36153.62,36084.46,36036.91333333333,35995.12,35939.062000000005,76.93354748471221,,36183.2625,36206.05,36157.4,36170.25,2022-01-03 13:25:00,,,,,
