datetime,open,high,low,close,volume,ST_1,ST_2,ST_3,EMA_9,EMA_18,EMA_51,EMA_101,EMA_151,EMA_200,SMA_10,SMA_20,SMA_30,SMA_40,SMA_50,RSI_14,RSI_100,HA_Close,HA_High,HA_Low,HA_Open,TIME,Status,SELL_EMA10_EMA20_RSI14,RESONCODE,PROFIT,PL_POSITION
2022-01-03 09:15:00,35585.2,35710.3,35563.05,35643.1,0,0.0,0.0,0.0,,,,,,,,,,,,,,35625.4125,35710.3,35563.05,35614.149999999994,2022-01-03 09:15:00,,,,,
2022-01-03 09:18:00,35640.9,35698.55,35637.0,35656.8,0,,,,,,,,,,,,,,,,,35658.3125,35698.55,35637.0,35614.149999999994,2022-01-03 09:18:00,,,,,
2022-01-03 09:21:00,35651.3,35654.25,35600.25,35605.9,0,,,,,,,,,,,,,,,,,35627.925,35654.25,35600.25,35648.850000000006,2022-01-03 09:21:00,,,,,
2022-01-03 09:24:00,35601.1,35605.0,35547.45,35579.8,0,,,,,,,,,,,,,,,,,35583.3375,35605.0,35547.45,35628.600000000006,2022-01-03 09:24:00,,,,,
2022-01-03 09:27:00,35576.1,35624.65,35571.25,35600.9,0,,,,,,,,,,,,,,,,,35593.225,35624.65,35571.25,35590.45,2022-01-03 09:27:00,,,,,
2022-01-03 09:30:00,35605.7,35624.85,35526.6,35540.6,0,,,,,,,,,,,,,,,,,35574.4375,35624.85,35526.6,35588.5,2022-01-03 09:30:00,,,,,
2022-01-03 09:33:00,35543.4,35625.8,35538.9,35611.2,0,,,,,,,,,,,,,,,,,35579.825,35625.8,35538.9,35573.149999999994,2022-01-03 09:33:00,,,,,
2022-01-03 09:36:00,35608.4,35659.55,35603.8,35655.2,0,35562.81578194357,35493.95656388714,35425.09734583072,,,,,,,,,,,,,,35631.7375,35659.55,35603.8,35577.3,2022-01-03 09:36:00,,,,,
2022-01-03 09:39:00,35657.6,35675.35,35638.7,35660.1,0,35594.658921438066,35532.29284287614,35469.926764314216,35617.066666666666,,,,,,,,,,,,,35657.9375,35675.35,35638.7,35631.8,2022-01-03 09:39:00,,,,,
2022-01-03 09:42:00,35659.7,35665.35,35639.25,35651.4,0,35596.83930327646,35541.37860655291,35485.91790982937,35623.933333333334,,,,,,35620.5,,,,,,,35653.924999999996,35665.35,35639.25,35658.85,2022-01-03 09:42:00,,,,,
2022-01-03 09:45:00,35652.1,35740.2,35632.95,35740.2,0,35621.700790743016,35556.826581486035,35491.952372229054,35647.18666666667,,,,,,35630.21000000001,,,,,,,35691.362499999996,35740.2,35632.95,35655.55,2022-01-03 09:45:00,,,,,
2022-01-03 09:48:00,35738.9,35782.05,35722.95,35780.6,0,35688.63603614809,35624.77207229618,35560.90810844427,35673.869333333336,,,,,,35642.59,,,,,,,35756.125,35782.05,35722.95,35696.149999999994,2022-01-03 09:48:00,,,,,
2022-01-03 09:51:00,35780.1,35818.95,35774.0,35810.4,0,35735.81726624301,35675.159532486025,35614.501798729034,35701.17546666667,,,,,,35663.04,,,,,,,35795.862499999996,35818.95,35774.0,35759.75,2022-01-03 09:51:00,,,,,
2022-01-03 09:54:00,35809.9,35815.05,35781.5,35786.1,0,35742.093151533954,35685.91130306791,35629.72945460185,35718.16037333333,,,,,,35683.67,,,,,,,35798.137500000004,35815.05,35781.5,35795.25,2022-01-03 09:54:00,,,,,
2022-01-03 09:57:00,35788.6,35813.15,35782.95,35800.5,0,35746.064731012375,35694.07946202475,35642.09419303711,35734.62829866667,,,,,,35703.63,,,,,70.71283340747402,,35796.3,35813.15,35782.95,35798.0,2022-01-03 09:57:00,,,,,
2022-01-03 10:00:00,35798.0,35810.2,35792.45,35805.4,0,35754.7680932795,35708.211186559,35661.65427983849,35748.782638933335,,,,,,35730.11,,,,,71.19674843388155,,35801.5125,35810.2,35792.45,35794.55,2022-01-03 10:00:00,,,,,
2022-01-03 10:03:00,35804.5,35856.45,35798.3,35829.9,0,35779.00830609029,35730.641612180574,35682.274918270865,35765.00611114667,,,,,,35751.979999999996,,,,,73.55001869945696,,35822.2875,35856.45,35798.3,35801.7,2022-01-03 10:03:00,,,,,
2022-01-03 10:06:00,35831.2,35837.3,35807.3,35818.4,0,35779.00830609029,35731.226029484824,35685.68904422723,35775.68488891734,35698.694444444445,,,,,35768.3,,,,,70.63290215708349,,35823.55,35837.3,35807.3,35817.2,2022-01-03 10:06:00,,,,,
2022-01-03 10:09:00,35821.0,35846.65,35817.3,35838.8,0,35788.90425420288,35745.83350840574,35702.76276260861,35788.307911133874,35713.44239766082,,,,,35786.17,,,,,72.70128181618121,,35830.9375,35846.65,35817.3,35824.8,2022-01-03 10:09:00,,,,,
2022-01-03 10:12:00,35839.9,35839.85,35822.2,35823.9,0,35791.79088723815,35752.5567744763,35713.32266171446,35795.4263289071,35725.06951369652,,,,,35803.42,35711.96,,,,68.88504798203874,,35831.4625,35839.9,35822.2,35829.9,2022-01-03 10:12:00,,,,,
2022-01-03 10:15:00,35827.4,35829.25,35789.6,35796.1,0,35791.79088723815,35752.5567744763,35713.32266171446,35795.561063125686,35732.54640699163,,,,,35809.009999999995,35719.61,,,,62.31280759495664,,35810.5875,35829.25,35789.6,35831.9,2022-01-03 10:15:00,,,,,
2022-01-03 10:18:00,35801.2,35835.8,35792.75,35834.7,0,35791.79088723815,35752.5567744763,35713.32266171446,35803.38885050055,35743.299416781985,,,,,35814.42,35728.505,,,,67.01814475343328,,35816.1125,35835.8,35792.75,35811.75,2022-01-03 10:18:00,,,,,
2022-01-03 10:21:00,35834.4,35865.6,35830.0,35862.9,0,35808.574432400674,35769.34886480134,35730.12329720201,35815.29108040044,35755.88895185757,,,,,35819.67,35741.354999999996,,,,69.96816699607864,,35848.225,35865.6,35830.0,35817.95,2022-01-03 10:21:00,,,,,
2022-01-03 10:24:00,35862.3,35892.3,35855.3,35887.2,0,35834.90181738284,35796.00363476568,35757.10545214851,35829.67286432035,35769.71116745151,,,,,35829.78,35756.725,,,,72.26984396052188,,35874.275,35892.3,35855.3,35848.65,2022-01-03 10:24:00,,,,,
2022-01-03 10:27:00,35888.8,35899.0,35872.8,35891.6,0,35848.86184762562,35811.82369525125,35774.785542876874,35842.058291456284,35782.54157087767,,,,,35838.89,35771.259999999995,,,,72.67816659621312,,35888.05,35899.0,35872.8,35874.75,2022-01-03 10:27:00,,,,,
2022-01-03 10:30:00,35896.6,35946.0,35892.0,35946.0,0,35879.42786391739,35839.85572783479,35800.28359175219,35862.84663316503,35799.7477213116,,,,,35852.95,35791.53,,,,77.15674375436855,,35920.15,35946.0,35892.0,35890.2,2022-01-03 10:30:00,,,,,
2022-01-03 10:33:00,35940.6,35940.6,35903.75,35915.1,0,35882.21323184922,35842.25146369845,35802.28969554767,35873.297306532026,35811.890066436696,,,,,35861.47,35806.725,,,,70.1252306909794,,35925.0125,35940.6,35903.75,35921.3,2022-01-03 10:33:00,,,,,
2022-01-03 10:36:00,35917.1,35917.1,35889.95,35889.9,0,35882.21323184922,35842.25146369845,35802.28969554767,35876.61784522562,35820.101638390726,,,,,35868.62,35818.46,,,,64.92842465502699,,35903.5125,35917.1,35889.9,35927.85,2022-01-03 10:36:00,,,,,
2022-01-03 10:39:00,35891.3,35903.6,35876.35,35890.3,0,35882.21323184922,35842.25146369845,35802.28969554767,35879.3542761805,35827.490939612755,,,,,35873.770000000004,35829.97,,,,64.97279694052692,,35890.3875,35903.6,35876.35,35903.5,2022-01-03 10:39:00,,,,,
2022-01-03 10:42:00,35890.6,35896.5,35868.9,35876.8,0,35917.9405576486,35842.25146369845,35802.28969554767,35878.8434209444,35832.68136702194,,,,,35879.06,35841.240000000005,35767.66,,,62.11638299766278,,35883.2,35896.5,35868.9,35890.8,2022-01-03 10:42:00,,,,,
2022-01-03 10:45:00,35874.2,35888.65,35865.6,35872.8,0,35910.60679887734,35842.25146369845,35802.28969554767,35877.63473675553,35836.90438101963,,,,,35886.73,35847.87,35775.316666666666,,,61.25705960513785,,35875.3125,35888.65,35865.6,35883.7,2022-01-03 10:45:00,,,,,
