datetime,open,high,low,close,volume,ST_3,ST_2,ST_1,EMA_10,EMA_21,EMA_51,EMA_101,EMA_151,EMA_200,SMA_10,SMA_20,SMA_30,SMA_40,SMA_50,RSI_14,RSI_100,BUY_EMA10_EMA20_RSI14,SELL_EMA10_EMA20_RSI14
2022-01-03 11:35:00,35924.9,35950.0,35909.9,35922.4,0,35855.57376435286,35899.19084290191,35971.7578845844,35924.25041512705,35869.322235138825,,,,,35927.71,35894.525,,,,60.8585463064991,,,
2022-01-03 11:40:00,35923.1,35977.55,35920.7,35963.8,0,35855.57376435286,35899.19084290191,35971.7578845844,35931.44124874031,35877.911122853475,,,,,35937.53,35900.005,35833.88666666667,,,65.91754787447702,,,
2022-01-03 11:45:00,35964.7,35967.05,35934.95,35941.7,0,35855.57376435286,35899.19084290191,35971.7578845844,35933.30647624207,35883.71011168497,,,,,35941.82,35905.780000000006,35842.13,,,61.358450553711116,,,
2022-01-03 11:50:00,35940.6,35955.45,35932.45,35952.4,0,35855.57376435286,35899.19084290191,35971.7578845844,35936.77802601624,35889.95464698634,,,,,35948.0,35912.205,35855.19666666666,,,62.70345168031145,,,
2022-01-03 11:55:00,35952.9,35974.3,35938.1,35974.0,0,35855.57376435286,35899.19084290191,35917.18202936795,35943.54565764965,35897.595133623945,,,,,35956.28,35920.159999999996,35867.63333333333,,,65.32714110470323,,,
2022-01-03 12:00:00,35975.1,35983.95,35958.35,35959.7,0,35859.882387132784,35899.19084290191,35934.060795710924,35946.48281080426,35903.241030567224,,,,,35956.39,35924.94,35879.219999999994,,,62.20716571846343,,,
2022-01-03 12:05:00,35958.4,35983.1,35950.2,35963.5,0,35859.882387132784,35899.19084290191,35934.060795710924,35949.57684520348,35908.719118697474,,,,,35954.719999999994,35928.535,35889.18666666666,,,62.71673552777319,,,
2022-01-03 12:10:00,35960.9,35989.5,35960.1,35986.0,0,35868.38868956344,35903.85912637563,35939.32956318781,35956.19923698466,35915.74465336134,,,,,35954.5,35932.205,35900.34,,,65.66843058457948,,,
2022-01-03 12:15:00,35986.5,36039.1,35986.5,36037.9,0,35898.80365902592,35936.80243935061,35974.80121967531,35971.05392116927,35926.849684873945,,,,,35962.340000000004,35940.255000000005,35909.24333333333,,,71.31062630252367,,,
2022-01-03 12:20:00,36038.5,36057.6,36027.35,36056.6,0,35931.81067389849,35968.69878259899,36005.5868912995,35986.607753683944,35938.645168067225,,,,,35975.8,35949.245,35917.55333333333,,,73.03046188781666,,,
2022-01-03 12:25:00,36056.0,36071.45,36048.55,36070.3,0,35955.34775857367,35990.23183904911,36025.11591952456,36001.82452574141,35950.61378915202,,,,,35990.590000000004,35959.15,35926.54666666666,,,74.24842277258583,,,
2022-01-03 12:30:00,36072.8,36091.55,36062.05,36062.7,0,35974.46088761495,36008.573925076635,36042.68696253832,36012.89279378842,35960.803444683654,,,,,36000.48,35969.005,35933.496666666666,35875.534999999996,,72.2978466522521,,,
2022-01-03 12:35:00,36064.4,36095.25,36062.65,36089.9,0,35977.26069655463,36011.157131036416,36045.05356551821,36026.89410400871,35972.53949516696,,,,,36015.3,35978.560000000005,35942.28666666667,35885.4225,,74.84491955829971,,,
2022-01-03 12:40:00,36091.1,36137.65,36075.35,36117.5,0,35992.615793671706,36030.57719578114,36068.53859789057,36043.36790327985,35985.71772287905,,,,,36031.81,35989.905000000006,35952.073333333334,35899.35,,77.14159021949189,,,
2022-01-03 12:45:00,36117.3,36173.75,36116.05,36164.5,0,36022.543325502826,36063.328883668546,36104.114441834274,36065.39192086533,36001.970657162776,,,,,36050.86,36003.57,35963.72666666667,35913.44,,80.41997363174816,,,
2022-01-03 12:50:00,36167.1,36171.05,36132.3,36152.2,0,36030.1918625403,36070.68624169353,36111.18062084677,36081.17520798072,36015.627870147975,,,,,36070.11,36013.25,35973.329999999994,35926.9425,,77.2956174572487,,,
2022-01-03 12:55:00,36148.6,36148.55,36113.55,36128.1,0,36030.1918625403,36070.68624169353,36111.18062084677,36089.70698834786,36025.85260922543,,,,,36086.56999999999,36020.645000000004,35981.21333333334,35938.5325,,71.43922765034021,,,
2022-01-03 13:00:00,36130.1,36154.35,36127.85,36139.6,0,36030.1918625403,36070.68624169353,36111.18062084677,36098.778445011885,36036.19328111403,,,,,36101.93,36028.215,35988.78,35950.7375,,72.50956860092134,,,
2022-01-03 13:05:00,36134.8,36149.0,36120.1,36136.2,0,36030.1918625403,36070.68624169353,36111.18062084677,36105.58236410063,36045.28480101275,,,,,36111.759999999995,36037.05,35997.42333333333,35959.8725,,71.65457691791735,,,
2022-01-03 13:10:00,36136.3,36181.5,36136.3,36164.0,0,36044.52571225195,36082.650474834634,36120.775237417314,36116.20375244597,36056.077091829764,,,,,36122.5,36049.15,36006.996666666666,35968.78999999999,,74.32081188524175,,,
2022-01-03 13:15:00,36163.6,36192.85,36160.1,36163.8,0,36064.4055918758,36101.762061250534,36139.11853062527,36124.85761563761,36065.8700834816,,,,,36131.85,36061.219999999994,36016.71666666667,35977.8725,,74.26668918912385,,,
2022-01-03 13:20:00,36162.4,36205.2,36147.35,36178.1,0,36064.4055918758,36101.762061250534,36139.11853062527,36134.538049158036,36076.07280316509,,,,,36143.39,36071.935,36027.13333333333,35985.97,35929.106,75.63303652705581,,,
2022-01-03 13:25:00,36177.4,36206.05,36157.4,36192.2,0,36064.4055918758,36101.762061250534,36140.24390346947,36145.02204022021,36086.62982105916,35934.26470588235,,,,36153.62,36084.46,36036.91333333333,35995.12,35939.062000000005,76.93354748471221,,,
2022-01-03 13:30:00,36193.9,36197.5,36156.05,36194.9,0,36064.4055918758,36101.762061250534,36140.24390346947,36154.09076018017,36096.472564599244,35944.289140271496,,,,36161.36,36096.58500000001,36047.056666666664,36004.395,35951.752,77.18466030041215,,,
2022-01-03 13:35:00,36191.9,36196.4,36136.4,36140.6,0,36064.4055918758,36101.762061250534,36140.24390346947,36151.63789469286,36100.484149635675,35951.83955795336,,,,36158.97,36104.915,36055.369999999995,36012.5375,35962.546,62.458202417074865,,,
2022-01-03 13:40:00,36140.6,36159.5,36119.9,36150.1,0,36064.4055918758,36101.762061250534,36140.24390346947,36151.35827747597,36104.994681486976,35959.46495957054,,,,36158.759999999995,36114.435,36061.753333333334,36019.6875,35973.306000000004,63.760927674513226,,,
2022-01-03 13:45:00,36152.4,36222.95,36152.45,36214.2,0,36064.4055918758,36101.762061250534,36140.0255899808,36162.78404520761,36114.92243771543,35969.26246112552,,,,36167.37,36126.969999999994,36069.55333333334,36027.7525,35984.3,71.05849336536933,,,
2022-01-03 13:50:00,36213.1,36252.7,36213.1,36229.9,0,36093.33795107822,36139.85863405214,36186.37931702607,36174.986946078956,36125.37494337766,35979.28698185146,,,,36176.4,36139.16499999999,36077.61,36035.685,35995.87,72.51822183153521,,,
2022-01-03 13:55:00,36227.9,36234.05,36209.0,36224.9,0,36093.33795107822,36139.85863405214,36186.37931702607,36184.06204679187,36134.422675797876,35988.733636395635,,,,36185.270000000004,36148.515,36086.456666666665,36044.385,36004.952000000005,71.28510347985372,,,
2022-01-03 14:00:00,36222.1,36266.8,36221.6,36237.1,0,36113.09243930797,36156.794959538645,36200.49747976932,36193.70531101153,36143.75697799806,35998.28618884196,,,,36192.58,36157.53999999999,36096.96,36053.3925,36013.547999999995,72.5132644409086,,,
2022-01-03 14:05:00,36234.9,36281.85,36224.7,36274.8,0,36116.40347893548,36162.02731929031,36207.65115964515,36208.449799918526,36155.66997999824,36008.92133542496,,,,36203.68,36167.765,36108.706666666665,36063.457500000004,36023.034,75.93813057840318,,,
2022-01-03 14:10:00,36274.1,36303.45,36271.65,36291.8,0,36156.60364697294,36200.25243131529,36243.90121565765,36223.604381751524,36168.04543636204,36019.801284062465,,,,36215.05,36179.219999999994,36119.64,36074.1125,36031.786,77.31099646783487,,,
2022-01-03 14:15:00,36291.2,36339.7,36272.0,36337.9,0,36164.59499138691,36211.67999425794,36258.76499712897,36244.385403251246,36183.48676032913,36032.03585006006,,,,36229.62,36191.619999999995,36132.846666666665,36085.09,36042.02,80.55155787243592,,,
2022-01-03 14:20:00,36340.6,36379.55,36333.1,36378.2,0,36215.342157917476,36262.33643861165,36309.33071930582,36268.715329932835,36201.18796393557,36045.349855826986,,,,36247.95,36204.655,36147.04,36097.28,36053.106,82.85665487001182,,,
2022-01-03 14:25:00,36379.8,36408.4,36372.0,36401.9,0,36253.757884869694,36299.238589913126,36344.719294956565,36292.9307244905,36219.4345126687,36059.063322910566,,,,36274.08,36216.525,36161.30333333334,36110.0475,36064.846,84.0536532763031,,,
2022-01-03 14:30:00,36402.3,36450.4,36379.65,36432.9,0,36267.7525308936,36316.84335392907,36365.93417696453,36318.379683674044,36238.84046606245,36073.441656644776,,,,36302.36,36230.56,36177.07666666667,36121.905,36076.221999999994,85.48160834654828,,,
2022-01-03 14:35:00,36433.4,36462.05,36407.95,36413.3,0,36285.58062928064,36335.3870861871,36385.19354309355,36335.637923006034,36254.70042369314,36086.51313138921,,,,36322.270000000004,36244.82,36192.07,36132.7325,36086.656,80.56912545890339,,,
2022-01-03 14:40:00,36411.8,36446.35,36407.8,36435.9,0,36285.58062928064,36335.3870861871,36385.19354309355,36353.86739155039,36271.173112448305,36099.951087874244,,,,36342.87000000001,36259.635,36207.066666666666,36143.925,36097.121999999996,81.86338576663914,,,
2022-01-03 14:45:00,36434.2,36443.1,36350.65,36368.4,0,36285.58062928064,36335.3870861871,36451.39522980971,36356.50968399577,36280.01192040755,36110.27604603293,,,,36357.22,36271.245,36218.083333333336,36154.14750000001,36106.952000000005,67.41920461681394,,,
2022-01-03 14:50:00,36366.2,36407.1,36349.25,36394.6,0,36285.58062928064,36335.3870861871,36433.170926821374,36363.435195996535,36290.42901855232,36121.211582723976,,,,36372.969999999994,36282.775,36229.35,36165.9625,36117.308,69.65711310715204,,,
2022-01-03 14:55:00,36397.9,36422.85,36373.75,36376.6,0,36285.58062928064,36335.3870861871,36433.170926821374,36365.82879672444,36298.262744138476,36131.03421415767,,,,36383.15,36293.415,36239.560000000005,36177.3175,36127.396,66.2883258213607,,,
2022-01-03 15:00:00,36372.9,36419.9,36351.6,36409.1,0,36285.58062928064,36335.3870861871,36433.170926821374,36373.69628822908,36308.3388583077,36141.72905207468,,,,36394.88,36304.965,36251.106666666674,36188.45,36138.266,69.18601332304016,,,
2022-01-03 15:05:00,36401.8,36408.2,36389.3,36400.6,0,36285.58062928064,36335.3870861871,36433.170926821374,36378.58787218743,36316.72623482518,36151.68562699489,,,,36401.15,36315.384999999995,36261.46333333333,36199.9225,36148.301999999996,67.55062516925969,,,
2022-01-03 15:10:00,36397.6,36418.8,36386.65,36414.6,0,36285.58062928064,36335.3870861871,36433.170926821374,36385.13553178972,36325.623849841075,36161.797718264315,,,,36404.79,36326.369999999995,36271.36666666667,36211.4775,36158.782,68.85639092267667,,,
2022-01-03 15:15:00,36417.3,36450.7,36405.3,36443.4,0,36285.58062928064,36335.3870861871,36380.12429247364,36395.72907146432,36336.33077258279,36172.628575254144,,,,36408.94,36341.509999999995,36280.66333333333,36223.2125,36169.826,71.4055116560123,,,
2022-01-03 15:20:00,36441.6,36478.2,36413.7,36433.9,0,36295.198088249825,36345.44872549988,36395.69936274994,36402.66924028899,36345.20070234799,36182.67747620591,,,,36409.03999999999,36355.7,36290.05333333334,36235.067500000005,36179.332,69.38797479154384,,,
2022-01-03 15:25:00,36433.8,36492.1,36432.8,36467.6,0,36307.81974681787,36359.36316454524,36410.90658227262,36414.474832963715,36356.327911225446,36193.636034813375,,,,36414.47,36368.37,36301.369999999995,36247.67,36189.08,72.37031172911325,,,
2022-01-04 09:15:00,36551.2,36603.95,36445.6,36531.8,0,36324.37006114227,36391.17170742818,36457.973353714086,36435.806681515765,36372.27991929586,36206.642341166706,,,,36424.060000000005,36383.465000000004,36314.443333333336,36261.315,36199.952000000005,76.9728255990743,,,
2022-01-04 09:20:00,36532.7,36666.8,36451.35,36653.9,0,36324.37006114227,36391.17170742818,36471.03770118792,36475.46001214926,36397.88174481442,36223.84455881414,,,,36452.61,36404.915,36331.7,36276.715,36213.84,82.8306695633139,,,
2022-01-04 09:25:00,36653.1,36683.7,36623.3,36650.1,0,36401.232743109824,36485.32182873988,36569.41091436994,36507.212737213034,36420.81067710401,36240.23899885975,,,,36478.16,36425.565,36347.903333333335,36291.552500000005,36228.402,82.13041846184844,,,
2022-01-04 09:30:00,36649.2,36663.75,36605.9,36613.3,0,36401.232743109824,36485.32182873988,36569.41091436994,36526.50133044703,36438.30970645819,36254.58749890361,,,,36501.83,36442.490000000005,36362.88666666667,36305.1275,36242.22,75.47585493791152,,,
2022-01-04 09:35:00,36608.4,36610.8,36424.8,36462.4,0,36401.232743109824,36709.38408293149,36613.592041465745,36514.84654309302,36440.499733143806,36262.58028740732,,,,36507.16,36451.02,36372.36333333333,36315.12,36252.191999999995,55.58682799075564,,,
2022-01-04 09:40:00,36463.8,36557.55,36374.4,36557.0,0,36401.232743109824,36682.518609681014,36574.24680484051,36522.5108079852,36451.09066649437,36273.90412250704,,,,36522.8,36461.975,36384.52333333333,36326.7975,36264.498,62.294827302205256,,,
2022-01-04 09:45:00,36558.8,36680.6,36558.8,36663.9,0,36401.232743109824,36682.518609681014,36509.23844472005,36548.217933806074,36470.43696954034,36288.90396394908,,,,36547.729999999996,36476.259999999995,36400.15666666667,36340.457500000004,36278.728,68.14911400444923,,,
2022-01-04 09:50:00,36668.9,36696.7,36654.9,36686.8,0,36401.232743109824,36474.49454019756,36575.14727009878,36573.41467311406,36490.106335945755,36304.20765764335,,,,36572.07,36490.505000000005,36418.36333333333,36353.515,36292.984,69.2505343309257,,,
2022-01-04 09:55:00,36684.1,36761.45,36673.55,36756.4,0,36421.00728114033,36519.83818742688,36618.66909371344,36606.68473254786,36514.31485085977,36321.59967081091,,,,36604.32,36506.68000000001,36438.573333333334,36368.62,36308.918000000005,72.37704649365553,,,
2022-01-04 10:00:00,36756.2,36769.15,36728.25,36741.0,0,36477.03487148106,36567.589914320706,36658.14495716035,36631.10569026643,36534.9225916907,36337.730452702795,,,,36631.659999999996,36523.065,36456.13333333333,36383.9425,36324.468,70.66497104697945,,,
2022-01-04 10:05:00,36741.4,36800.8,36733.95,36782.1,0,36505.869196275096,36593.03779751673,36680.20639875837,36658.55920112708,36557.39326517336,36354.821589137304,,,,36656.69,36540.375,36474.54,36400.005,36340.39,72.53241792868948,,,
2022-01-04 10:10:00,36785.6,36819.55,36782.75,36812.5,0,36560.95220548517,36641.01813699011,36721.08406849506,36686.54843728579,36580.58478652124,36372.42460493971,,,,36672.55,36562.58,36494.12666666666,36416.9125,36355.882,73.85803012514835,,,
2022-01-04 10:15:00,36812.6,36841.15,36810.95,36831.8,0,36607.223351009925,36680.16556733995,36753.10778366998,36712.957812324734,36603.42253320113,36390.09288936511,,,,36690.72,36584.439999999995,36513.95,36433.6075,36371.386,74.69306389212103,,,
2022-01-04 10:20:00,36831.0,36841.75,36758.0,36816.6,0,36607.223351009925,36680.16556733995,36753.10778366998,36731.8018464475,36622.80230291012,36406.49700900491,,,,36711.05,36606.44,36532.01,36449.927500000005,36386.312000000005,72.72287560145753,,,
2022-01-04 10:25:00,36814.4,36830.25,36770.45,36827.9,0,36607.223351009925,36680.16556733995,36753.10778366998,36749.2742380025,36641.4475481001,36422.70481635087,,,,36747.6,36627.38,36549.88,36466.1725,36401.616,73.28699335814616,,,
2022-01-04 10:30:00,36829.6,36874.55,36826.5,36870.8,0,36643.791174145925,36712.70244943062,36781.61372471531,36771.369831092954,36662.297771000085,36439.93924649122,,,,36778.979999999996,36650.89,36567.64333333333,36483.1375,36417.234,75.36959528537926,,,
2022-01-04 10:35:00,36871.2,36887.8,36825.55,36835.8,0,36652.79600871979,36720.75567247986,36788.71533623993,36783.08440725787,36678.070700909164,36455.16466008772,,,,36796.17,36671.95,36582.896666666675,36499.16,36431.6,70.53788002893556,,,
2022-01-04 10:40:00,36834.0,36850.4,36789.5,36797.6,0,36652.79600871979,36720.75567247986,36788.71533623993,36785.723605938256,36688.93700082651,36468.335250084354,,,,36807.25,36689.66,36596.08666666666,36515.585,36444.261999999995,65.59525593352792,,,
2022-01-04 10:45:00,36794.3,36794.3,36736.1,36747.6,0,36652.79600871979,36720.75567247986,36831.372404965776,36778.79204122221,36694.27000075137,36479.07620200419,,,,36806.37,36705.345,36606.57666666667,36530.5225,36456.17,59.69878705006249,,,
2022-01-04 10:50:00,36747.1,36806.25,36721.5,36785.7,0,36652.79600871979,36720.75567247986,36831.372404965776,36780.04803372726,36702.581818864885,36490.86942500403,,,,36810.840000000004,36721.25,36618.99,36544.81,36469.322,62.46743348087815,,,
2022-01-04 10:55:00,36787.1,36800.95,36760.1,36792.4,0,36652.79600871979,36720.75567247986,36831.372404965776,36782.29384577685,36710.74710805898,36502.46675481157,,,,36811.869999999995,36734.28,36630.87333333334,36558.872500000005,36482.378000000004,62.94946821851402,,,
2022-01-04 11:00:00,36793.8,36816.6,36784.9,36792.8,0,36652.79600871979,36720.75567247986,36831.372404965776,36784.2040556356,36718.20646187181,36513.633418088044,,,,36809.9,36741.225,36645.02,36573.06999999999,36495.51,62.980036845171654,,,
2022-01-04 11:05:00,36792.3,36793.9,36764.45,36775.4,0,36652.79600871979,36720.75567247986,36831.372404965776,36782.60331824731,36723.405874428914,36523.7013635462,,,,36804.259999999995,36747.490000000005,36657.71333333334,36586.527500000004,36507.738000000005,60.63640771793615,,,
2022-01-04 11:10:00,36776.7,36777.75,36718.45,36718.4,0,36652.79600871979,36860.560757431434,36804.33037871572,36770.92998765689,36722.95079493537,36531.18977264057,,,,36794.44,36752.744999999995,36669.10666666667,36597.6175,36518.83,53.5998559115572,,,
2022-01-04 11:15:00,36715.2,36743.9,36671.9,36737.9,0,36652.79600871979,36824.86636457441,36766.38318228721,36764.92453535563,36724.30981357761,36539.14016600055,,,,36785.44,36766.520000000004,36680.066666666666,36608.770000000004,36530.026,55.502285405108886,,,
2022-01-04 11:20:00,36732.4,36735.45,36656.15,36656.1,0,36652.79600871979,36819.4140281208,36757.607014060406,36745.13825620006,36718.108921434185,36543.63862115437,36233.78910891089,,,36763.97,36771.475,36688.583333333336,36616.725,36539.304,46.82859789870832,63.58113886745854,,
2022-01-04 11:25:00,36647.1,36709.65,36647.05,36703.6,0,36652.79600871979,36802.190595571345,36740.270297785675,36737.58584598186,36716.78992857653,36549.7909818792,36243.00108716754,,,36750.75,36773.46000000001,36698.21666666667,36624.86,36549.478,51.56230480393666,64.41177846593698,,
2022-01-04 11:30:00,36704.8,36726.7,36689.25,36724.4,0,36652.79600871979,36802.190595571345,36740.270297785675,36735.188419439706,36717.48175325139,36556.50671334539,36252.4402815368,,,36743.43,36775.340000000004,36707.583333333336,36632.9225,36561.154,53.5139475789211,64.76721962607645,,
2022-01-04 11:35:00,36724.1,36746.7,36696.1,36746.7,0,36652.79600871979,36802.190595571345,36664.09325119328,36737.281434087025,36720.13795750127,36563.82183975518,36262.13164856549,,,36743.340000000004,36774.854999999996,36718.009999999995,36640.7675,36573.085999999996,55.580365003128655,65.14422067905474,,
2022-01-04 11:40:00,36745.6,36771.4,36745.55,36759.1,0,36652.79600871979,36802.190595571345,36705.66207294134,36741.2484460712,36723.67996136479,36571.33253822614,36271.8761260446,,,36740.68,36775.759999999995,36727.72666666667,36649.4125,36583.984,56.73212621145325,65.35245377539458,,
2022-01-04 11:45:00,36759.9,36768.6,36742.2,36757.2,0,36652.79600871979,36802.190595571345,36706.36034858804,36744.14872860371,36726.727237604355,36578.4812867559,36281.39228043587,,,36737.16,36774.515,36735.24,36657.445,36594.53,56.49042495799059,65.29208224296715,,
2022-01-04 11:50:00,36753.2,36779.35,36746.75,36776.1,0,36652.79600871979,36802.190595571345,36716.358870406446,36749.958050675756,36731.215670549405,36586.08200649606,36291.09243179987,,,36735.49,36772.695,36739.31333333334,36667.6375,36605.554,58.389514791585626,65.61127962855011,,
2022-01-04 11:55:00,36776.4,36786.85,36753.6,36763.0,0,36652.79600871979,36802.190595571345,36725.45403190879,36752.32931418925,36734.10515504491,36592.88654470775,36300.34552137242,,,36734.25,36769.255000000005,36743.07666666667,36676.8475,36616.072,56.54719133822933,65.1915243186542,,
2022-01-04 12:00:00,36760.6,36794.6,36738.5,36788.7,0,36652.79600871979,36802.190595571345,36725.45403190879,36758.94216615484,36739.0683227681,36600.417831449755,36309.92109938472,,,36741.28,36767.86,36748.92333333333,36687.15,36626.35,59.26280888424414,65.62729502676228,,
2022-01-04 12:05:00,36787.5,36803.0,36780.0,36797.1,0,36662.35582569234,36802.190595571345,36748.451941897445,36765.879954126685,36744.34392978918,36607.98253024015,36319.473626847765,,,36747.2,36766.32,36760.08,36696.85,36636.456,60.13965355736093,65.76877872099186,,
2022-01-04 12:10:00,36796.1,36805.75,36782.3,36799.1,0,36673.27999381373,36802.190595571345,36753.77666460458,36771.919962467284,36749.3217543538,36615.33320215399,36328.87806553703,,,36761.5,36762.735,36768.15,36706.8125,36645.68,60.35843865243203,65.80263201065782,,
2022-01-04 12:15:00,36799.4,36805.15,36736.2,36752.4,0,36673.27999381373,36802.190595571345,36815.02357334804,36768.370878382324,36749.60159486709,36620.60500207114,36337.18241719316,,,36766.38,36758.564999999995,36771.1,36715.2575,36653.164000000004,53.03802570180719,64.30274114442065,,
2022-01-04 12:20:00,36754.6,36754.65,36715.35,36719.1,0,36673.27999381373,36802.190595571345,36778.62734856112,36759.41253685826,36746.82872260644,36624.39327122225,36344.67099724819,,,36765.85,36754.64,36772.176666666666,36722.15,36659.508,48.51922226122018,63.264099140773446,,
2022-01-04 12:25:00,36718.6,36730.2,36708.9,36710.4,0,36673.27999381373,36800.42545450251,36759.98772725125,36750.50116652039,36743.517020551306,36627.70122232909,36351.84215416489,,,36762.219999999994,36752.78,36770.64333333333,36729.0625,36665.058000000005,47.38337024971261,62.99557319703451,,
2022-01-04 12:30:00,36709.6,36734.95,36674.2,36725.6,0,36673.27999381373,36791.25396113759,36747.91448056879,36745.9736816985,36741.888200501184,36631.46655993182,36359.17073937735,,,36758.87,36749.775,36770.13,36735.5125,36671.304,49.60320114177137,63.27069862546096,,
2022-01-04 12:35:00,36729.9,36734.7,36690.25,36711.9,0,36673.27999381373,36791.25396113759,36747.91448056879,36739.778466844225,36739.162000455624,36634.56015378059,36366.086999389554,,,36754.34,36745.75,36767.79000000001,36740.015,36676.824,47.65183762974834,62.845304323181075,,
2022-01-04 12:40:00,36711.7,36749.1,36690.9,36719.7,0,36673.27999381373,36791.25396113759,36747.91448056879,36736.12783650891,36737.392727686936,36637.83476325057,36373.02058763682,,,36748.7,36742.095,36764.69666666667,36741.66,36683.85,48.88476517276895,62.98841287553772,,
